,File,Energy inside GT,Pointing game,Head,Level
300,original_LS-021_2_1,0.11654993146657944,Miss,P3,LEVEL_II
301,original_LS-276_3_2,0.014220204204320908,Miss,P3,LEVEL_II
302,original_LS-276_3_7,0.012596026062965393,Miss,P3,LEVEL_II
303,original_LS-172_1_2,0.06725388765335083,Miss,P3,LEVEL_II
304,original_LS-168_4_1,9.886733096209355e-06,Miss,P3,LEVEL_II
305,original_LS-168_2_2,0.060250017791986465,Miss,P3,LEVEL_II
306,original_LS-541_1_5,0.7684739828109741,Miss,P3,LEVEL_II
307,original_LS-172_3_4,0.1361677348613739,Miss,P3,LEVEL_II
308,original_LS-276_1_3,0.030534908175468445,Hit,P3,LEVEL_II
309,original_LS-276_4_6,0.0073415422812104225,Miss,P3,LEVEL_II
310,original_LS-168_2_4,0.22903865575790405,Hit,P3,LEVEL_II
311,original_LS-608_3_2,0.03543958440423012,Miss,P3,LEVEL_II
312,original_LS-580_5_4,1.711417644401081e-05,Miss,P3,LEVEL_II
313,original_LS-608_3_3,0.046901118010282516,Miss,P3,LEVEL_II
314,original_LS-172_1_0,0.008531171828508377,Miss,P3,LEVEL_II
315,original_LS-608_1_5,0.34779927134513855,Hit,P3,LEVEL_II
316,original_LS-580_0_2,0.19084440171718597,Hit,P3,LEVEL_II
317,original_LS-608_4_3,0.7391695380210876,Hit,P3,LEVEL_II
318,original_LS-218_2_5,0.4033200144767761,Hit,P3,LEVEL_II
319,original_LS-276_1_1,0.0035317956935614347,Miss,P3,LEVEL_II
320,original_LS-608_5_3,0.06695003062486649,Miss,P3,LEVEL_II
321,original_LS-218_2_6,0.20056797564029694,Hit,P3,LEVEL_II
322,original_LS-608_4_4,0.025610361248254776,Miss,P3,LEVEL_II
323,original_LS-218_1_5,0.05348951369524002,Miss,P3,LEVEL_II
324,original_LS-218_0_2,0.22668863832950592,Hit,P3,LEVEL_II
325,original_LS-113_3_1,0.210548996925354,Hit,P3,LEVEL_III
326,original_LS-099_3_3,0.26090946793556213,Hit,P3,LEVEL_III
327,original_LS-068_4_3,0.34410250186920166,Hit,P3,LEVEL_III
328,original_LS-505_4_3,0.5103228688240051,Hit,P3,LEVEL_III
329,original_LS-485_0_1,0.018628446385264397,Miss,P3,LEVEL_III
330,original_LS-113_0_3,0.16298654675483704,Miss,P3,LEVEL_III
331,original_LS-425_4_4,0.004627659451216459,Miss,P3,LEVEL_III
332,original_LS-623_3_2,0.5464024543762207,Hit,P3,LEVEL_III
333,original_LS-068_5_3,0.02510746754705906,Miss,P3,LEVEL_III
334,original_LS-623_3_3,0.9009298086166382,Hit,P3,LEVEL_III
335,original_LS-321_2_3,0.6470950841903687,Hit,P3,LEVEL_III
336,original_LS-505_3_3,0.5288020968437195,Hit,P3,LEVEL_III
337,original_LS-387_2_3,0.4939705729484558,Hit,P3,LEVEL_III
338,original_LS-113_4_6,0.3529411554336548,Hit,P3,LEVEL_III
339,original_LS-068_4_1,0.045895472168922424,Miss,P3,LEVEL_III
340,original_LS-505_3_4,0.45011278986930847,Hit,P3,LEVEL_III
341,original_LS-640_2_5,0.02510259486734867,Hit,P3,LEVEL_III
342,original_LS-113_5_1,0.00953582301735878,Miss,P3,LEVEL_III
343,original_LS-640_2_3,0.759544312953949,Hit,P3,LEVEL_III
344,original_LS-505_2_4,0.6463030576705933,Hit,P3,LEVEL_III
345,original_LS-640_3_2,0.06321914494037628,Miss,P3,LEVEL_III
346,original_LS-113_4_5,0.2660437226295471,Hit,P3,LEVEL_III
347,original_LS-479_0_2,0.20199361443519592,Miss,P3,LEVEL_III
348,original_LS-425_3_3,0.6740278005599976,Hit,P3,LEVEL_III
349,original_LS-113_1_5,0.3178666830062866,Miss,P3,LEVEL_III
350,original_LS-623_2_3,0.3785892426967621,Hit,P3,LEVEL_III
351,original_LS-113_4_1,0.19493915140628815,Hit,P3,LEVEL_III
352,original_LS-068_4_0,0.5427989363670349,Hit,P3,LEVEL_III
353,original_LS-068_3_2,0.5417591333389282,Hit,P3,LEVEL_III
354,original_LS-342_1_3,0.07198134809732437,Miss,P3,LEVEL_III
355,original_LS-321_1_5,0.20840804278850555,Hit,P3,LEVEL_III
356,original_LS-485_0_2,0.3390226364135742,Miss,P3,LEVEL_III
357,original_LS-068_1_3,0.02659173682332039,Miss,P3,LEVEL_III
358,original_LS-321_2_4,0.6236616969108582,Hit,P3,LEVEL_III
359,original_LS-623_2_4,0.335599809885025,Hit,P3,LEVEL_III
360,original_LS-623_4_3,0.22621937096118927,Hit,P3,LEVEL_III
361,original_LS-387_2_2,0.04817815124988556,Miss,P3,LEVEL_III
362,original_LS-640_3_4,0.03724505379796028,Miss,P3,LEVEL_III
363,original_LS-068_3_0,0.03745516389608383,Miss,P3,LEVEL_III
364,original_LS-113_0_0,0.3664528727531433,Miss,P3,LEVEL_III
365,original_LS-113_3_3,0.1522948443889618,Hit,P3,LEVEL_III
366,original_LS-425_3_4,0.6449549794197083,Hit,P3,LEVEL_III
367,original_LS-387_2_4,0.1555001139640808,Hit,P3,LEVEL_III
368,original_LS-428_2_3,0.7336946129798889,Hit,P3,LEVEL_III
369,original_LS-113_4_2,0.03899199515581131,Hit,P3,LEVEL_III
370,original_LS-113_3_2,0.3721846640110016,Hit,P3,LEVEL_III
371,original_LS-099_2_2,0.6375712156295776,Hit,P3,LEVEL_III
372,original_LS-113_1_2,0.35492196679115295,Hit,P3,LEVEL_III
373,original_LS-479_1_2,0.5988854169845581,Hit,P3,LEVEL_III
