,File,Energy inside GT,Pointing game,Head,Level
157,original_LS-172_2_3,0.29846230149269104,Miss,P3,LEVEL_II
158,original_LS-218_2_1,0.24845561385154724,Hit,P3,LEVEL_II
159,original_LS-276_2_0,0.10344092547893524,Miss,P3,LEVEL_II
160,original_LS-021_2_2,0.21814897656440735,Miss,P3,LEVEL_II
161,original_LS-605_1_4,0.10686297714710236,Miss,P3,LEVEL_II
162,original_LS-580_3_3,0.14552494883537292,Hit,P3,LEVEL_II
163,original_LS-608_4_1,0.04440219700336456,Miss,P3,LEVEL_II
164,original_LS-172_3_5,0.15408983826637268,Miss,P3,LEVEL_II
165,original_LS-541_1_7,0.005300737451761961,Miss,P3,LEVEL_II
166,original_LS-506_0_3,0.09177441149950027,Miss,P3,LEVEL_II
167,original_LS-021_3_4,0.04019797220826149,Miss,P3,LEVEL_II
168,original_LS-276_3_1,0.04702741652727127,Miss,P3,LEVEL_II
169,original_LS-541_3_5,0.0020332401618361473,Miss,P3,LEVEL_II
170,original_LS-021_4_2,0.05415209382772446,Miss,P3,LEVEL_II
171,original_LS-506_0_1,0.05576085299253464,Miss,P3,LEVEL_II
172,original_LS-608_5_2,0.07457803189754486,Miss,P3,LEVEL_II
173,original_LS-172_2_1,0.2667684853076935,Hit,P3,LEVEL_II
174,original_LS-506_2_5,0.03453410044312477,Hit,P3,LEVEL_II
175,original_LS-506_3_4,0.06148204952478409,Hit,P3,LEVEL_II
176,original_LS-399_2_1,0.03525872901082039,Miss,P3,LEVEL_II
177,original_LS-608_0_3,0.14015547931194305,Hit,P3,LEVEL_II
178,original_LS-541_2_1,0.08566807210445404,Miss,P3,LEVEL_II
179,original_LS-021_1_6,0.20352168381214142,Miss,P3,LEVEL_II
180,original_LS-168_2_1,0.10036347806453705,Miss,P3,LEVEL_II
181,original_LS-172_0_4,0.0577438659965992,Hit,P3,LEVEL_II
182,original_LS-541_3_2,0.7820691466331482,Hit,P3,LEVEL_II
183,original_LS-218_3_5,0.6139101982116699,Hit,P3,LEVEL_II
184,original_LS-021_3_3,0.1664734035730362,Miss,P3,LEVEL_II
185,original_LS-218_4_6,0.03584511950612068,Miss,P3,LEVEL_II
186,original_LS-218_1_1,0.6108893752098083,Miss,P3,LEVEL_II
187,original_LS-541_2_6,0.1074981614947319,Miss,P3,LEVEL_II
188,original_LS-608_1_7,0.01715034432709217,Hit,P3,LEVEL_II
189,original_LS-168_2_3,0.04712136834859848,Miss,P3,LEVEL_II
190,original_LS-168_3_2,0.032569024711847305,Miss,P3,LEVEL_II
191,original_LS-021_0_6,0.049959950149059296,Hit,P3,LEVEL_II
192,original_LS-168_2_5,0.5534541606903076,Hit,P3,LEVEL_II
193,original_LS-515_2_2,0.03862893208861351,Hit,P3,LEVEL_II
194,original_LS-276_1_5,0.005135471932590008,Miss,P3,LEVEL_II
