,File,Energy inside Thyrocyte,Energy inside Confounder,Pointing game,Head,Level,Thyrocyte Count,Confounder Count
141,original_LS-310_3_0,0.0,0.08161311596632004,confounder,P3,LEVEL_I,0,6
142,original_LS-567_2_4,0.0,0.19930486381053925,confounder,P3,LEVEL_I,0,16
143,original_LS-310_4_5,0.30811944603919983,0.0,thyrocyte,P3,LEVEL_I,7,0
144,original_LS-235_3_5,0.0,0.12430491298437119,confounder,P3,LEVEL_I,0,3
145,original_LS-010_1_5,0.16109228134155273,0.0,thyrocyte,P3,LEVEL_I,7,2
146,original_LS-257_3_5,0.0,0.025346854701638222,background,P3,LEVEL_I,0,2
147,original_LS-115_3_1,0.0,0.1131325289607048,background,P3,LEVEL_I,0,9
148,original_LS-310_2_0,0.002375201787799597,0.05782657116651535,background,P3,LEVEL_I,8,38
149,original_LS-235_4_4,0.0,0.1850976049900055,confounder,P3,LEVEL_I,0,5
150,original_LS-310_0_3,0.017386842519044876,0.028274687007069588,background,P3,LEVEL_I,12,34
151,original_LS-235_1_2,0.0,0.09241396933794022,confounder,P3,LEVEL_I,0,5
152,original_LS-567_4_6,0.0,0.25818929076194763,confounder,P3,LEVEL_I,0,11
153,original_LS-010_4_3,6.494595709227724e-06,0.006414561066776514,background,P3,LEVEL_I,4,8
154,original_LS-310_1_4,0.006134931929409504,0.021288681775331497,background,P3,LEVEL_I,14,13
155,original_LS-257_0_1,0.0,0.1443611979484558,background,P3,LEVEL_I,0,9
156,original_LS-310_1_2,0.009385396726429462,0.009056223556399345,background,P3,LEVEL_I,10,35
157,original_LS-310_4_1,0.0,0.022619178518652916,confounder,P3,LEVEL_I,0,1
158,original_LS-010_3_7,0.0,0.002689134096726775,background,P3,LEVEL_I,2,3
159,original_LS-257_4_4,0.0,0.11784441769123077,confounder,P3,LEVEL_I,0,5
160,original_LS-235_0_4,0.0,0.056016985327005386,background,P3,LEVEL_I,0,3
161,original_LS-115_1_7,0.0,0.10821490734815598,background,P3,LEVEL_I,0,5
162,original_LS-310_4_3,0.0018313460750505328,0.014244139194488525,background,P3,LEVEL_I,1,1
163,original_LS-257_5_6,0.0,0.17724354565143585,confounder,P3,LEVEL_I,0,2
164,original_LS-257_0_6,0.0,0.11193804442882538,background,P3,LEVEL_I,0,8
165,original_LS-567_0_4,0.0,0.01905803009867668,background,P3,LEVEL_I,0,1
166,original_LS-115_3_0,0.0,0.11916664987802505,background,P3,LEVEL_I,0,5
167,original_LS-010_5_3,0.0,0.09364895522594452,confounder,P3,LEVEL_I,0,4
168,original_LS-235_1_6,0.0,0.11334715038537979,background,P3,LEVEL_I,0,8
169,original_LS-010_0_4,0.0,0.04704936593770981,confounder,P3,LEVEL_I,0,2
170,original_LS-115_0_5,0.0,0.094330795109272,background,P3,LEVEL_I,0,3
171,original_LS-235_0_7,0.0,0.11015665531158447,background,P3,LEVEL_I,0,2
172,original_LS-010_2_2,0.09279496222734451,0.014122304506599903,background,P3,LEVEL_I,17,6
173,original_LS-257_0_3,0.0,0.16626352071762085,background,P3,LEVEL_I,0,13
174,original_LS-567_0_1,0.0,0.30075740814208984,background,P3,LEVEL_I,0,28
175,original_LS-310_0_6,0.0007226518355309963,0.0009343003621324897,background,P3,LEVEL_I,5,17
176,original_LS-235_2_2,0.0,0.08947954326868057,background,P3,LEVEL_I,0,1
177,original_LS-235_2_1,0.0,0.1188640296459198,background,P3,LEVEL_I,0,3
178,original_LS-567_1_6,0.29464536905288696,0.004685580264776945,thyrocyte,P3,LEVEL_I,4,4
179,original_LS-567_3_3,0.0,0.027891529724001884,background,P3,LEVEL_I,0,3
180,original_LS-257_4_6,0.0,0.3714107871055603,background,P3,LEVEL_I,0,8
181,original_LS-235_1_7,0.0,0.13220326602458954,background,P3,LEVEL_I,0,3
182,original_LS-567_1_8,0.0,0.005893447436392307,background,P3,LEVEL_I,0,4
183,original_LS-310_5_5,0.0,0.0,background,P3,LEVEL_I,1,0
184,original_LS-567_3_7,0.0,0.22129522264003754,background,P3,LEVEL_I,0,11
185,original_LS-257_2_5,0.2652931213378906,0.04843159392476082,background,P3,LEVEL_I,14,4
186,original_LS-115_2_0,0.0,0.03371896594762802,background,P3,LEVEL_I,0,1
187,original_LS-567_0_0,0.0,0.2612479627132416,background,P3,LEVEL_I,0,16
188,original_LS-257_2_4,0.57240891456604,0.04643382504582405,background,P3,LEVEL_I,42,8
189,original_LS-010_4_5,0.0,6.310255571406742e-07,background,P3,LEVEL_I,0,7
190,original_LS-235_2_5,0.0,0.15439222753047943,confounder,P3,LEVEL_I,0,2
191,original_LS-010_1_1,0.0024412814527750015,0.01057837251573801,background,P3,LEVEL_I,1,1
192,original_LS-115_5_0,0.0,0.07780690491199493,confounder,P3,LEVEL_I,0,3
193,original_LS-310_0_4,0.0018184398068115115,0.08246137201786041,background,P3,LEVEL_I,6,35
194,original_LS-567_5_7,0.0,0.0355507992208004,confounder,P3,LEVEL_I,0,2
195,original_LS-567_0_7,0.0,0.09206585586071014,background,P3,LEVEL_I,0,4
196,original_LS-010_3_5,0.004045600537210703,0.00023885961854830384,background,P3,LEVEL_I,3,9
197,original_LS-257_3_4,0.021571453660726547,0.00081287493230775,background,P3,LEVEL_I,6,5
198,original_LS-567_2_7,0.0,0.2171454131603241,background,P3,LEVEL_I,0,24
199,original_LS-310_1_5,0.0,0.0373561717569828,confounder,P3,LEVEL_I,0,4
200,original_LS-010_3_1,0.0,0.0053860219195485115,background,P3,LEVEL_I,3,6
201,original_LS-235_1_3,0.0,0.11545264720916748,background,P3,LEVEL_I,0,5
202,original_LS-257_3_3,0.11680473387241364,0.017157932743430138,background,P3,LEVEL_I,18,13
